iter	Passed	Remaining
2741	3840210	361332
2742	3841721	359942
2743	3843146	358544
2744	3844450	357134
2745	3845948	355743
2746	3847676	354372
2747	3849122	352976
2748	3850495	351573
2749	3851929	350175
2750	3853452	348785
2751	3854953	347394
2752	3856459	346002
2753	3858046	344618
2754	3859526	343224
2755	3861059	341835
2756	3862713	340456
2757	3864162	339059
2758	3865471	337650
2759	3867153	336274
2760	3868497	334868
2761	3870174	333490
2762	3871746	332104
2763	3873185	330706
2764	3874717	329315
2765	3876160	327918
2766	3877688	326527
2767	3879140	325130
2768	3880617	323735
2769	3882320	322358
2770	3883568	320944
2771	3885002	319545
2772	3886364	318140
2773	3887907	316750
2774	3889426	315358
2775	3891060	313976
2776	3892619	312586
2777	3893991	311182
2778	3895328	309776
2779	3896681	308370
2780	3898103	306970
2781	3899538	305571
2782	3901237	304192
2783	3902653	302792
2784	3904154	301397
2785	3905500	299991
2786	3906983	298596
2787	3908508	297203
2788	3910004	295808
2789	3911510	294414
2790	3912915	293013
2791	3914163	291599
2792	3915766	290212
2793	3917185	288811
2794	3918946	287436
2795	3920396	286037
2796	3921843	284638
2797	3923362	283244
2798	3924760	281842
2799	3926025	280430
2800	3927516	279034
2801	3928914	277632
2802	3930258	276225
2803	3931592	274818
2804	3933114	273425
2805	3934493	272021
2806	3935915	270620
2807	3937460	269228
2808	3938957	267832
2809	3940403	266432
2810	3941953	265040
2811	3943326	263636
2812	3944922	262246
2813	3946261	260840
2814	3947623	259435
2815	3949286	258049
2816	3950813	256655
2817	3952194	255251
2818	3953672	253854
2819	3955130	252455
2820	3956470	251048
2821	3958003	249654
2822	3959457	248255
2823	3961074	246865
2824	3962432	245460
2825	3963697	244049
2826	3965026	242642
2827	3966382	241236
2828	3967696	239828
2829	3969118	238427
2830	3970441	237020
2831	3971715	235610
2832	3972864	234192
2833	3974223	232787
2834	3975762	231393
2835	3977410	230005
2836	3978875	228606
2837	3980161	227197
2838	3981650	225799
2839	3982913	224389
2840	3984265	222984
2841	3985644	221580
2842	3987158	220184
2843	3988433	218774
2844	3989873	217374
2845	3991291	215972
2846	3992756	214573
2847	3994054	213165
2848	3995558	211768
2849	3997120	210374
2850	3998892	208991
2851	4000369	207592
2852	4001864	206194
2853	4002881	204772
2854	4004392	203375
2855	4005943	201980
2856	4007333	200577
2857	4008471	199161
2858	4009826	197756
2859	4011223	196353
2860	4012838	194961
2861	4014211	193557
2862	4015710	192159
2863	4017129	190757
2864	4018773	189366
2865	4020116	187960
2866	4021454	186555
2867	4022639	185142
2868	4024082	183741
2869	4025452	182337
2870	4026928	180938
2871	4028295	179534
2872	4029769	178134
2873	4031156	176731
2874	4032455	175324
2875	4033947	173925
2876	4035232	172517
2877	4036485	171108
2878	4037826	169703
2879	4038625	168276
2880	4040325	166886
2881	4041801	165486
2882	4043234	164085
2883	4044621	162682
2884	4045990	161278
2885	4047256	159870
2886	4048819	158474
2887	4050212	157071
2888	4051716	155673
2889	4053214	154274
2890	4054831	152880
2891	4056384	151483
2892	4057993	150088
2893	4059288	148681
2894	4060710	147279
2895	4062280	145882
2896	4063965	144490
2897	4065430	143089
2898	4066654	141680
2899	4068125	140280
2900	4069555	138878
2901	4071009	137477
2902	4072538	136078
2903	4073904	134674
2904	4075346	133272
2905	4076745	131869
2906	4078170	130467
2907	4079403	129059
2908	4080884	127659
2909	4082368	126258
2910	4083800	124856
2911	4085244	123455
2912	4086807	122057
2913	4088287	120656
2914	4089958	119261
2915	4091499	117862
2916	4093033	116462
2917	4094476	115060
2918	4095897	113657
2919	4097570	112262
2920	4099015	110860
2921	4100246	109452
2922	4101624	108048
2923	4103081	106646
2924	4104600	105246
2925	4106203	103847
2926	4107647	102445
2927	4109241	101046
2928	4110704	99644
2929	4112127	98241
2930	4113587	96839
2931	4115010	95436
2932	4116369	94032
2933	4117839	92630
2934	4119506	91232
2935	4120961	89830
2936	4122681	88433
2937	4124173	87031
2938	4125371	85623
2939	4127005	84224
2940	4128578	82824
2941	4129981	81420
2942	4131431	80017
2943	4132926	78615
2944	4134225	77209
2945	4135683	75806
2946	4137181	74404
2947	4138549	73000
2948	4140030	71597
2949	4141582	70196
2950	4143044	68793
2951	4144525	67390
2952	4145857	65985
2953	4147124	64579
2954	4148456	63174
2955	4149829	61770
2956	4151180	60365
2957	4152594	58961
2958	4154160	57560
2959	4155452	56154
2960	4156902	54751
2961	4158411	53348
2962	4159944	51946
2963	4161416	50543
2964	4162757	49138
2965	4164277	47736
2966	4165627	46331
2967	4166955	44926
2968	4168225	43521
2969	4169367	42114
2970	4170926	40712
2971	4172262	39307
2972	4173688	37904
2973	4175157	36501
2974	4176511	35096
2975	4178020	33693
2976	4179273	32288
2977	4180943	30886
2978	4182525	29484
2979	4184102	28081
2980	4185778	26678
2981	4187149	25274
2982	4188447	23869
2983	4189921	22466
2984	4191256	21061
2985	4193022	19659
2986	4194537	18255
2987	4195815	16850
2988	4197138	15446
2989	4198584	14042
2990	4199929	12637
2991	4201218	11233
2992	4202460	9828
2993	4203732	8424
2994	4205155	7020
2995	4206751	5616
2996	4208303	4212
2997	4209666	2808
2998	4210851	1404
2999	4212284	0
